SMILES,Density (g/cm^3),van der Waals volume (cm^3/g),FFV,SCScore
*CC(c1ccc(C#C[Si](C)(CC)O[Si](C)(C)C)nc1)*,0.918 ,0.647 ,0.228 ,3.041 
*c1ccc(cc1)C(=O)Oc1ccc(cc1C)S(=O)(=O)c1ccc(c(C)c1)[Si](C)(C)c1ccc(cc1)*,1.186 ,0.501 ,0.228 ,2.862 
*OP(=O)(Oc1ccc(C(C)C)cc1)Oc1ccc(cc1)Cc1ccc(cc1)*,1.100 ,0.540 ,0.228 ,3.119 
*N=P(Oc1ccc(C)c(Br)c1)(c1ccccc1)*,1.422 ,0.418 ,0.228 ,2.564 
*O[Si](C)(C)c1cc(ccc1c1ccccc1)Sc1ccc(nc1)*,1.147 ,0.518 ,0.228 ,3.199 
*O[Si](C)(C)O[Si](C)(C)Oc1ccc(cc1c1ccccc1)C(C)(C)c1ccc(cc1)*,1.061 ,0.560 ,0.228 ,2.869 
*O[Si](C)(C)c1ccc(c(C)c1)Sc1ccc(cc1)*,1.145 ,0.519 ,0.228 ,2.578 
*/C=C/c1cc(OCC(CCC)OC)cc(c1C)c1cc(c(C#N)cc1C)*,1.019 ,0.583 ,0.228 ,3.597 
*Sc1ccc(c(OCc2cc(Br)ccc2OC)c1)*,1.436 ,0.414 ,0.228 ,2.504 
*O[Si](C)(C)CCc1ccc(n1C)*,0.940 ,0.632 ,0.228 ,2.844 
*[Si](=C([2H])C(F)(F)F)(CCCCC)*,1.448 ,0.410 ,0.228 ,2.468 
*/C=C/[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)*,0.983 ,0.604 ,0.228 ,2.121 
*/C(/C#N)=C/c1cc(OCC(CC)CCCCC)c(cc1OCCCCCCCCCC)*,0.976 ,0.609 ,0.228 ,3.791 
*O[Si](C)(C)CCC(CCCC(C)C)*,0.880 ,0.675 ,0.228 ,2.475 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)*,1.057 ,0.562 ,0.228 ,2.586 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(OC)O[Si](C)(Oc1ccc(C(C)(C)c2ccc(C)cc2)cc1)*,1.057 ,0.562 ,0.228 ,3.229 
*OC(=O)c1ccccc1c1cccc(C(=O)O[Si](C)(C)O[Si](C)(C)OC)c1*,1.113 ,0.534 ,0.228 ,3.173 
*[Si](C#N)(COCCOC)*,0.983 ,0.604 ,0.228 ,1.784 
*CC/C(=N/c1ccc(Br)cc1)/N(c1ccc(OCCCC)cc1)*,1.238 ,0.480 ,0.228 ,2.721 
*/C=C(\CCCC(F)(F)F)/*,1.438 ,0.413 ,0.228 ,2.718 
*OC(=O)CSSCCCCCS(=O)*,1.063 ,0.558 ,0.228 ,3.345 
*O[Si](C)(C)CCSSS(=O)(=O)CCCCCOC(=O)*,1.099 ,0.540 ,0.228 ,3.342 
*Oc1ccccc1COc1ccc(cc1OC(C)O)*,1.099 ,0.541 ,0.228 ,2.608 
*CCCCCCCC(Cn1c2ccccc2c2ccccc12)*,1.019 ,0.583 ,0.228 ,2.512 
*O[Si](C)(C)c1ccc(c(N)c1)Sc1ccc(cc1)*,1.149 ,0.517 ,0.228 ,2.328 
*c1ccc2c(c1)C(CCCCCCCCCCCC)c1cc(ccc1N2CCCCCCCCCC)*,0.960 ,0.619 ,0.228 ,3.042 
*O[Si](C)(C)c1ccc(cc1)SCc1ccc(cc1)C(=O)*,1.143 ,0.520 ,0.228 ,2.403 
*O[Si](C)(C)O[Si](C)(C)CCCN(c1cccc(I)c1)CC(C#N)*,1.138 ,0.522 ,0.228 ,2.956 
*N=P(S(=O)(=O)Oc1cccc(Br)c1)N(O)*,1.408 ,0.422 ,0.228 ,2.361 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)NC(=O)c1ccc(cc1)[Si](C)(C)c1ccc(cc1)C(=O)*,1.112 ,0.534 ,0.228 ,2.778 
*/N=C/c1ccc(cc1)Oc1ccc(Br)c(c1)O*,1.433 ,0.414 ,0.228 ,2.903 
*O[Si](C)(CS(CCCI)CN(C)CC)*,1.058 ,0.561 ,0.228 ,3.102 
*c1cc(Br)cc(c1)Sc1ccc(c2ccc(OC)cc2)c(c1)*,1.431 ,0.415 ,0.228 ,2.310 
*O[Si](C)(CC(CC)CCCCCC)*,0.881 ,0.674 ,0.228 ,2.850 
*Cc1ccc(cc1OC)C[Si](C)(C)[Si](C)(C)CCc1ccc(c(OC)c1)O*,1.079 ,0.551 ,0.228 ,2.597 
*/C=C(\c1cc(CC)ccc1OCC(CCCC)N(CCC)N(CC)c1ccc(C)cc1)/*,1.040 ,0.571 ,0.228 ,4.294 
*c1cc(CCCCCCCCCCCC)c(cc1CCCCCCCCCC)*,0.962 ,0.618 ,0.228 ,2.567 
*CCC(C)(C)N[Si](C)(C)O*,0.935 ,0.635 ,0.228 ,2.188 
*CCc1cccc(c1)CSN(c1ccc(C)cc1)*,1.142 ,0.520 ,0.228 ,2.994 
*C1=CC=C(c2ccc(OCC(CC)CCCCCC)cc2)C=C(c2ccccc2C)[Si](c2ccccc2)(C1)*,0.977 ,0.608 ,0.228 ,4.369 
*CC(c1cc(C)c(OCC(CCCCCCCC)CCC(C)C)cc1C)*,0.971 ,0.612 ,0.228 ,3.633 
*c1ccc(cc1)c1ccc(cc1)/N=C/c1ccc(cc1N(C)C)*,1.108 ,0.536 ,0.228 ,2.533 
*O[Si](C)(C)O[Si](C)(C)OC(C)O[Si](C)(C)*,0.979 ,0.607 ,0.228 ,2.008 
*OC(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)*,0.979 ,0.607 ,0.228 ,2.020 
*OC(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O*,0.979 ,0.607 ,0.228 ,2.120 
*/C=C(\c1ccc([Si](C)(C)CC[Si](C)(C)c2ccc(/C=N/c3ccc(C#N)cc3)cc2)cc1)/*,1.056 ,0.562 ,0.228 ,3.078 
*OC(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(CO)O*,0.977 ,0.608 ,0.228 ,2.394 
*O[Si](C)(C)OC(=O)NC=CC(=O)*,1.123 ,0.529 ,0.228 ,2.446 
*Nc1ccc(cc1Oc1ccc(Br)cn1)*,1.437 ,0.413 ,0.228 ,1.710 
*/C=C/C=C/C=C(CO)[Si](C)(C)*,0.910 ,0.653 ,0.228 ,2.454 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)C[Si](C)(C)C[Si](C)(O)*,1.057 ,0.562 ,0.228 ,3.326 
*O[Si](C)(C)C(C)CCC(C)*,0.889 ,0.668 ,0.228 ,2.235 
*CCc1ccc(cc1)C(C[Si](C)(C)CC)c1ccc(cc1)c1ccc(cc1)*,1.024 ,0.580 ,0.228 ,3.004 
*/C=C/c1c(cc(C(=O)c2ccccc2Cl)cc1Br)*,1.411 ,0.421 ,0.228 ,2.596 
*O[Si](C)(C)CC(C)CCC(c1ccccc1)*,0.955 ,0.622 ,0.228 ,2.353 
*CCCC(=O)OCCS(C)*,1.041 ,0.570 ,0.228 ,1.698 
*OC(=O)CCSCCCCS(=O)(=O)*,1.098 ,0.541 ,0.228 ,2.445 
*CCS(=O)(C)CCCCC(=O)O*,1.068 ,0.556 ,0.228 ,2.426 
*O[Si](C)(C)c1cccc(c1)S(=O)(=O)c1ccc(cc1)*,1.146 ,0.519 ,0.228 ,2.410 
*O[SiH](COC(=O)C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(OC)*,1.097 ,0.542 ,0.228 ,2.160 
*CC(CC)(c1ccccc1)c1ccc(n1Br)*,1.107 ,0.537 ,0.228 ,2.312 
*O[Si](C)(C)CCCCCCCC(CC)*,0.876 ,0.678 ,0.228 ,1.954 
*C(=O)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)Cc1ccc(cc1)S(=O)(=O)*,1.172 ,0.507 ,0.228 ,2.902 
*CCNC(=O)O[Si](C)(C)CNC(=O)O*,1.114 ,0.533 ,0.228 ,1.984 
*O[Si](C)(C)COC(=O)NCCNC(=O)*,1.114 ,0.533 ,0.228 ,2.558 
*CC[Si](C)(C)O[Si](C)(C)C#Cc1ccc(cc1)[Si](C)([Si](=O)(O)Cl)*,1.094 ,0.543 ,0.228 ,2.833 
*O[Si](C)(CCCCCCCCOc1ccc(C(=O)Oc2ccc(I)cc2)cc1)*,1.109 ,0.536 ,0.228 ,3.716 
*CCN(C(=O)c1cc(Br)ccc1/C=C/c1ccccc1)*,1.407 ,0.422 ,0.228 ,2.835 
*Oc1ccc(cc1Br)C(=O)Nc1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.422 ,0.418 ,0.228 ,3.061 
*Oc1ccc(cc1)NC(=O)c1ccc(c(Br)c1)OC(=O)c1ccc(cc1)C(=O)*,1.422 ,0.418 ,0.228 ,2.882 
*Oc1ccc(cc1)NC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1Br)C(=O)*,1.422 ,0.418 ,0.228 ,2.984 
*Oc1ccc(c(C(F)(F)F)c1O)/C(/C)=N/N=N/c1ccc(cc1)OC(=O)CCCCCCCCC(=O)*,1.280 ,0.464 ,0.228 ,3.676 
*Oc1ccc(cc1)P(=O)(c1ccccc1)c1ccc(cc1)C(C)(C)[Si](C)(C)*,1.047 ,0.568 ,0.228 ,2.754 
*O[Si](C)(C)N[Si](C)(C)O[Si](C)(CCc1ccccc1)*,0.997 ,0.596 ,0.228 ,2.267 
*Sc1ccc(cc1)CN(c1ccccc1)c1ccc(cc1)Sc1ccc(cc1)C(=O)*,1.164 ,0.510 ,0.228 ,3.029 
*Nc1cc(c2ccc(OC(C)CCCCCC)cc2)c(OCCCC(F)(F)F)c(c1O)*,1.282 ,0.463 ,0.228 ,4.249 
*O[Si](C)(CCCCCCN(C)CC)*,0.944 ,0.629 ,0.228 ,3.119 
*Cc1cc(C)c(cc1CCC(CCCC)CC(CC)CC)CSS*,1.014 ,0.586 ,0.228 ,3.459 
*c1ccc(cc1OC)Oc1ccc(cc1C)CCS(=O)(=O)N(C)*,1.185 ,0.501 ,0.228 ,3.574 
*OS(=O)(=O)c1ccc(cc1)/C=C/c1ccc(cc1)N(C)*,1.167 ,0.509 ,0.228 ,2.785 
*O[Si](C#C)(CCC)*,0.949 ,0.626 ,0.228 ,1.664 
*O[Si](C)(CCC#C)*,0.949 ,0.626 ,0.228 ,1.570 
*/C=C(\SSSc1ccccc1)/*,1.156 ,0.514 ,0.228 ,2.351 
*N=P(Oc1ccc(C)cc1)(Oc1cc(Br)c(C(C)(C)C)cc1OCC(CCC)CCCC)*,1.130 ,0.526 ,0.228 ,3.324 
*Oc1cc(Br)cc(c1)/N=C/c1ccc(cc1)Sc1ccc(cc1)*,1.436 ,0.414 ,0.228 ,2.248 
*O[Si](C)(Oc1ccc(C(=O)Oc2ccc(S(=O)(=O)c3ccccc3)cc2)cc1)*,1.151 ,0.516 ,0.228 ,3.258 
*O[Si](C)(COCCOC(=O)Oc1ccccc1)C(=O)*,1.132 ,0.525 ,0.228 ,2.174 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)*,1.059 ,0.561 ,0.228 ,2.586 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C(F)(Cl)*,1.141 ,0.521 ,0.228 ,2.404 
*CC(c1cc(OCC(OC)O[Si](C)(C)C)ccc1C)*,1.018 ,0.584 ,0.228 ,2.759 
*c1cc(CCCCCCCCCCCCC)c(CCCCCCCCC)c(c1O)*,0.971 ,0.612 ,0.228 ,3.118 
*CC(C)(C)c1cc(OCCCCCC)c(cc1OC)/C=C/c1ccc(cc1)*,1.005 ,0.591 ,0.228 ,3.765 
*O[Si](C)(C)Oc1cc(OC)c(c(S(=O)(=O)O)c1)C(=O)*,1.149 ,0.517 ,0.228 ,2.461 
*/C=C/C[Si](CCOCC)(OCC)*,0.971 ,0.612 ,0.228 ,2.403 
*CCc1cc([Si](C)(C)O)c(cc1C)*,1.088 ,0.546 ,0.228 ,2.341 
*O[Si](C)(C[Si](C)(C)CC(C)C)*,0.910 ,0.653 ,0.228 ,2.166 
*O[Si](C)(C)C[Si](C)(CC(C)C)*,0.910 ,0.653 ,0.228 ,2.012 
*c1nc(ccc1S(=O)(=O)O)/N=C/c1ccc(cc1)N(C)*,1.147 ,0.518 ,0.228 ,3.211 
*Oc1cc(C(F)(F)C(F)(F)F)c(c([2H])c1F)C(=O)*,1.341 ,0.443 ,0.228 ,3.144 
*Nc1ccc(cc1Br)Sc1ccc(cc1)Oc1cccc(n1)*,1.443 ,0.412 ,0.228 ,2.835 
*Oc1ccc(cc1)/C=N/c1ccc(cc1)C(C)(C)c1ccc(cc1)[Si](C)(C)c1ccc(cc1)*,1.072 ,0.554 ,0.228 ,2.977 
*CC(OCCN(CC)CCCC)*,0.951 ,0.625 ,0.228 ,2.840 
*CCCCCOc1cc(Br)c(c(C)c1O)S(=O)(=O)c1cc(c(C(=O)O)c(OC)c1)O*,1.295 ,0.459 ,0.228 ,3.355 
*OC(C)O[Si](C)(C)[Si](C)(C)O[Si](C)(C)*,0.979 ,0.607 ,0.228 ,1.660 
*O[Si](C)(C)COC(=O)c1cccc(c1)S(=O)(=O)c1ccccc1C(=O)c1ccc(cc1)C(=O)*,1.151 ,0.516 ,0.228 ,3.039 
*O[Si](C)(OCCOCC)*,0.995 ,0.597 ,0.228 ,1.727 
*C(=O)C(CCS(=O)(=O)O)*,1.104 ,0.538 ,0.228 ,2.006 
*Nc1cccc(c1)C(=O)Oc1c(F)cc(c(F)c1[2H])C(F)(F)C(F)(F)c1cccc(c1)*,1.333 ,0.446 ,0.228 ,3.494 
*O[Si](CCCC)(P(C)(C)[Si](C)(C)CC)*,0.921 ,0.645 ,0.228 ,1.847 
*Cc1cc(OCC(CC)CCC)c(cc1CCCCCCCCCCCCCCCCCC)*,0.930 ,0.639 ,0.228 ,4.116 
*O[Si](C)(C)c1ccc(cc1)Sc1ccc(cc1)*,1.146 ,0.518 ,0.228 ,1.904 
*C(=O)C(c1ccc(I)cc1)C(OCC)*,1.214 ,0.489 ,0.228 ,2.148 
*ON(CC)O[Si](C)(C)O[Si](C)(C)O[Si](c1ccccc1)(c1ccc(Cl)cc1)*,1.123 ,0.529 ,0.228 ,2.891 
*OC(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(OCC)*,0.978 ,0.608 ,0.228 ,2.313 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC(OC(=O)c1ccccc1N)S(=O)(=O)*,1.113 ,0.534 ,0.228 ,2.761 
*CC(COc1ccc(I)cc1C)*,1.094 ,0.543 ,0.228 ,1.953 
*/C=C/c1cc(OCC(CCCCCCCC)CC(C)C)cc(c1CCC)*,0.980 ,0.606 ,0.228 ,4.425 
*OC(C(C)CCC(F)(F)F)*,1.410 ,0.421 ,0.228 ,2.435 
*O[Si](C)(C)C(O)*,1.004 ,0.592 ,0.228 ,1.396 
*CCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)c1cc(OC)c(cc1C(CC)CC)*,1.000 ,0.594 ,0.228 ,3.446 
*c1ccc(cc1)NC(=O)c1cccc(c1)C(=O)NNC(=O)c1ccc(cc1)OC(=O)Nc1ccc(cc1Br)S(=O)(=O)*,1.415 ,0.420 ,0.228 ,3.534 
*/C(/c1ccc(C)cc1)=N/c1cc(ccc1Br)*,1.410 ,0.422 ,0.228 ,1.707 
*/C(/c1ccc(C)cc1)=N\c1ccc(c(Br)c1)*,1.410 ,0.422 ,0.228 ,1.710 
*O[Si](C)(C)OC(=O)c1ccccc1c1ccccc1Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)*,1.158 ,0.513 ,0.228 ,4.116 
*O[Si](C=C)(CCC)*,0.945 ,0.629 ,0.228 ,1.871 
*Oc1ccc(cc1OC(C)CCCC)/C=C/c1cc(CCCCCC)c(cc1C(C)C)*,0.998 ,0.596 ,0.228 ,4.480 
*O[Si](Cc1ccccc1)(C([2H])Cl)*,1.150 ,0.517 ,0.228 ,2.142 
*O[Si](C)(CCCCCCOc1ccc(C(=O)Oc2ccc(I)cc2)cc1)*,1.130 ,0.526 ,0.228 ,3.716 
*/C=C/c1cc(c(OCC(C)CC)cc1OC)COCCCCOc1ccc(cc1)C(=S)*,1.003 ,0.592 ,0.228 ,4.184 
*Cc1ccc(cc1C)CCc1ccc(c(C)c1)N(C)*,1.100 ,0.540 ,0.228 ,3.564 
*/C=C/c1ccc(cc1)/C=C/c1cc(OC)c(cc1OCC(CCCC)CCCC)/C=C/c1cc(C#C)c(C#N)c(c1O)*,0.980 ,0.606 ,0.227 ,4.047 
*c1cccc(c1)N(c1ccccc1)c1cccc(c1)N(c1ccc(Br)cc1)*,1.412 ,0.421 ,0.227 ,2.529 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OP(=O)(O)c1ccc(C(C)(C#N)C#N)cc1*,1.019 ,0.583 ,0.227 ,2.852 
*O[Si](CCC=C)(CS(C)(C)C)*,1.057 ,0.562 ,0.227 ,2.085 
*CC(OC(=O)c1ccccc1)OC(=O)CCCC(=O)O*,1.093 ,0.544 ,0.227 ,2.465 
*/C=C/C(C)C(P(=O)(Oc1ccc(C)cc1)Oc1ccc(Br)cc1)C*,1.258 ,0.472 ,0.227 ,2.591 
*C(=O)Nc1ccc(cc1)NC(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)*,1.257 ,0.473 ,0.227 ,3.778 
*c1nc(c(OCC[Si](C)(C)C)cc1OC)*,0.980 ,0.606 ,0.227 ,2.209 
*OP(=O)(Oc1ccccc1)Oc1cc(ccc1O)N(C)*,1.104 ,0.538 ,0.227 ,3.142 
*Oc1cccc(c1)S(=O)(=O)c1cccc(c1)Oc1ccc(cc1Br)c1ccc(cc1)*,1.443 ,0.412 ,0.227 ,3.522 
*c1ccc(c(C)c1)Sc1cc(c2ccc(S(=O)(=O)c3ccccc3)cc2)c(cc1[Si](C)(C)O)*,1.188 ,0.500 ,0.227 ,3.452 
*c1ccc(cc1)[Si](C)(C)[Si](C)(C)c1ccc(c2ccccc12)N1C(=O)c2ccc(cc2C1=O)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,1.164 ,0.511 ,0.227 ,3.809 
*O[Si](C)(C)c1cccc(c1)Oc1ccc(cc1)[Si](C)(OC(C)(C)C)*,1.052 ,0.565 ,0.227 ,3.240 
*c1ccc(cc1OC)[Si](C)(c1cc(C)c(OCC(CC)CCCC)c(OC)c1F)*,1.016 ,0.585 ,0.227 ,3.656 
*c1ccc(cc1)N(c1ccc(C#Cc2ccccc2)cc1)*,1.062 ,0.560 ,0.227 ,2.377 
*O[Si](C)(O)c1ccc(cc1)C(C)(C)c1ccc(cc1)*,1.066 ,0.558 ,0.227 ,2.181 
*OC(=O)[Si](C)(CCS(=O)(=O)O)*,1.132 ,0.525 ,0.227 ,2.426 
*N=P(NC[Si](C)(C)CC)(OCc1ccc(Cl)cc1)*,1.131 ,0.525 ,0.227 ,2.488 
*C[Si](C)(OCCOCCO)*,0.976 ,0.609 ,0.227 ,1.876 
*O[Si](C)(C)O[Si](C)(C)c1ccc(cc1)/C(/C)=N/c1ccc(cc1)/N=C/c1ccc(cc1)*,1.072 ,0.555 ,0.227 ,2.845 
*Oc1ccc(cc1OC)/C=N/c1ccc(cc1OCC(CC)CCCC)Cc1cc(OC)c(c(O)c1O)*,1.021 ,0.582 ,0.227 ,3.472 
*CCN(CCCCSSC)C(=O)O*,1.040 ,0.572 ,0.227 ,3.020 
*c1ccc(cc1)Cc1ccc(cc1[Si](C)(C)C#N)N1C(=O)c2ccc(cc2C1=O)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,1.199 ,0.496 ,0.227 ,4.140 
*O[Si](C)(N(CC)[SH](C)(C)C)CCC[Si](C)(C)*,1.057 ,0.562 ,0.227 ,2.340 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC(C)*,0.980 ,0.606 ,0.227 ,2.086 
*Nc1ccc(cc1)c1ccc(cc1CCCCCCCCCC)C(C)(C)Cc1cc(C)c(c(CCCCCCCCCC)c1)*,0.973 ,0.610 ,0.227 ,4.456 
*O[Si](C)(C)Oc1ccc(C(C)C)cc1*,1.037 ,0.573 ,0.227 ,2.124 
*O[Si](C)(C)S(=O)(=O)c1ccc(cc1)Cc1ccc(cc1)*,1.140 ,0.521 ,0.227 ,2.422 
*CC#Cc1cc(c(OCC(CC)CCCCCCCCC(F)(F)F)cc1CC)*,1.281 ,0.464 ,0.227 ,4.661 
*c1ccc(cc1)[Si](C)(C)[Si](C)(C)[Si](c1ccc(Cc2ccccc2CC)cc1)[Si](=O)(=O)*,1.054 ,0.564 ,0.227 ,2.907 
*OC(=O)Oc1c(Br)cc(cc1OC(=O)c1ccc(O)c(C)c1)S(=O)(=O)*,1.414 ,0.420 ,0.227 ,3.181 
*/C=C/[Si](CCl)([Si](C)(C)Cc1ccccc1)*,1.114 ,0.533 ,0.227 ,2.177 
*CCO[Si](C)(C)[Si](CC)(OCCSC)*,1.018 ,0.584 ,0.227 ,2.148 
*C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)*,1.253 ,0.474 ,0.227 ,4.351 
*CC(C)C(c1ccc([Si](C)(C)c2ccccc2)cc1c1ccccc1)*,1.010 ,0.588 ,0.227 ,2.659 
*CN=P(OCCCC)(OCC(F)(F)F)*,1.452 ,0.409 ,0.227 ,2.628 
*Oc1c(Br)cc(c(C)c1Cc1ccc(COC)cc1)c1cc(C)c(c(OC)c1)*,1.410 ,0.421 ,0.227 ,3.637 
*Cc1ccccc1C#Cc1ccc(Br)cc1*,1.405 ,0.423 ,0.227 ,2.281 
*C(O[Si](C)(C)CCC)*,0.928 ,0.641 ,0.227 ,1.767 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)[Si](C)(C)*,1.056 ,0.563 ,0.227 ,2.993 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)*,1.056 ,0.563 ,0.227 ,2.586 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)O[Si](C)(C)O[Si](C)(C)[Si](C)(C)*,1.056 ,0.563 ,0.227 ,2.892 
*CCCCCC(C#Cc1ccc(/C=C/c2cc(OCCCCCCCCCCCC)c(C)cc2C)cc1OCCCCCCCC)*,0.981 ,0.606 ,0.227 ,3.483 
*O[Si](C)(C)CCCCC[Si](C)(C)CCC(C)*,0.892 ,0.666 ,0.227 ,2.248 
*c1ccc(c(C)c1)N(c1ccccc1C)*,1.094 ,0.543 ,0.227 ,1.679 
*Oc1ccc(cc1)/N=N/c1ccc(cc1)OCCN(C)c1ccc(cc1)[Si](C)(C)O[Si](C)(C#N)*,1.076 ,0.552 ,0.227 ,3.883 
*C/C=C/C/C(/C#N)=C/c1cc(c(OC)c(OC)c1I)*,1.104 ,0.538 ,0.227 ,2.833 
*OP(=O)(Oc1ccc(C#N)cc1)N(c1ccc(F)cc1)*,1.100 ,0.540 ,0.227 ,2.640 
*OP(=O)(OCC)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC(=O)*,1.098 ,0.541 ,0.227 ,2.414 
*C(=O)OC1CC1CS(=O)(=O)*,1.098 ,0.541 ,0.227 ,2.500 
*CC(C)(CC(F)(F)F)O*,1.401 ,0.424 ,0.227 ,1.892 
*/C=C/c1cc(OCCCCCCCC)c(cc1OCC(CCCCCCCC)COCC)/C=C/c1cc(OCCCCCCOCCCCCCCC)c(s1)*,0.991 ,0.600 ,0.227 ,4.936 
*CC(c1ccccc1)c1ccc(cc1)[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(cc1)C(C)Oc1ccc(s1)*,1.051 ,0.565 ,0.227 ,2.956 
*Nc1c(Br)cc(cc1OCCCC)*,1.252 ,0.475 ,0.227 ,1.976 
*c1ccc(cc1)c1ccc(cc1)/C=N/CC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(cc1)*,1.071 ,0.555 ,0.227 ,3.317 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](Sc1ccccc1)[Si](C)(C)c1ccc(cc1)OC(=O)*,1.111 ,0.535 ,0.227 ,2.654 
*C(=O)C=CCOc1c(C)cc(cc1Br)c1cc(C)c(nc1Cl)*,1.417 ,0.419 ,0.227 ,3.379 
*CC(C)(c1ccc(C)c(I)c1)*,1.033 ,0.575 ,0.227 ,2.060 
*O[Si](C)(NCCNCC)*,0.971 ,0.612 ,0.227 ,2.322 
*O[Si](C)(C)[Si](C#C)(N(C)C)*,0.987 ,0.602 ,0.227 ,1.769 
*O[Si](C)(C)O[Si](C)(SCC)*,1.050 ,0.566 ,0.227 ,1.819 
*Nc1cc(c(CC)c(OCCCC)c1Br)*,1.246 ,0.477 ,0.227 ,2.579 
*CC(C)OC(=O)CCCS(=O)(=O)*,1.071 ,0.555 ,0.227 ,2.087 
*/C=N/c1ccc(c(OCC)c1)S(=O)(=O)c1ccc(cc1)Sc1ccc(cc1)N(C)*,1.199 ,0.496 ,0.227 ,4.084 
*O[Si](C)(C)c1ccc(C#N)c(c1CC)*,1.074 ,0.553 ,0.227 ,2.261 
*Oc1c(C)cc(cc1OC(=O)c1ccc(Br)cc1O)C(=O)*,1.413 ,0.420 ,0.227 ,2.616 
*/C=C/c1cc(OCCCCCCCCCCCCCCCCCC)c(c(CCCC)c1C(CCCC)CCCC)*,0.934 ,0.636 ,0.227 ,4.217 
*/C=C/c1ccc(cc1)/C=C/c1cc(OCCCCCCCC)c(cc1SCCCCC(C)CC)*,0.974 ,0.610 ,0.227 ,4.483 
*O[Si]([Si](C)(C)O[Si](C)(C)OC(C)C)P(C)(C)O*,0.981 ,0.606 ,0.227 ,2.660 
*O[Si](C)(C)O[Si](C)(C)CC(C)=C(C)*,0.966 ,0.615 ,0.227 ,2.219 
*Oc1ccc(cc1Br)/C(/C)=C/C(=O)c1ccc(c(Cl)c1)c1ccc(cc1)*,1.412 ,0.421 ,0.227 ,3.246 
*CC(C(c1ccccc1)c1cccc(C)c1)O*,1.009 ,0.589 ,0.227 ,2.568 
*/C=C/CS=N/C=C/C(=O)Nc1cccc(c1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)*,1.264 ,0.470 ,0.227 ,5.000 
*C(C)C(c1ccccc1[Si](C)(C)c1ccccc1)*,0.971 ,0.612 ,0.227 ,2.369 
*c1ccc(cc1)c1ccc(cc1C1=NC(=C1c1cccnc1)Nc1ccccc1)c1ccc(cc1)n1c(=O)c2cc3c(=O)n(c(=O)c3cc2c1=O)*,1.182 ,0.503 ,0.227 ,4.746 
